"id","county_id","name"
951,2,Anadolu
952,2,Fati̇h
953,2,Hastane
954,3,Merkez
955,3,Yeni̇sahra
956,3,Barbaros
957,3,İçerenköy
958,3,Küçükbakkalköy
959,3,Kayişdaği
960,3,İnönü
961,3,Ferhatpaşa
962,3,Mustafa kemal
963,3,Yeni̇ çamlica
964,3,Esatpaşa
965,3,Feti̇h
966,3,Örnek
967,3,Aşikveysel
968,3,Mevlana
969,3,Yeni̇şehi̇r
970,3,Mi̇mar si̇nan
971,3,Atatürk
972,40,Merkez
973,40,Atatürk
974,40,Beyazit
975,40,Galaba
976,40,Ti̇murhan
977,40,Yeşi̇ltepe
978,40,Yildirim
979,40,Balikhi̇sar
980,40,Samut
981,40,Büğdüz
982,40,Çam
983,40,Çardakbaği
984,40,Çinar
985,40,Teberi̇k
986,40,Eleci̇k
987,40,Güzelhi̇sar
988,40,Haydar
989,40,Karacakaya
990,40,Karacalar
991,40,Kizik
992,40,Saracalar
993,40,Şeyhler
994,40,Ahmetadi̇l
995,40,Kozayaği
996,40,Uzunlar
997,40,Cücük
998,40,Karayatak
999,41,Merkez
1000,41,Battalgazi̇
1001,41,Aydinlikevler
1002,41,Baraj
1003,41,Başpinar
1004,41,Beşi̇kkaya
1005,41,Doğantepe
1006,41,Feri̇dun çeli̇k
1007,41,Atifbey
1008,41,Gültepe
1009,41,Hacettepe
1010,41,Güneşevler
1011,41,Kale
1012,41,Karapürçek
1013,41,Önder
1014,41,Örnek
1015,41,Ulubey
1016,41,Yildiztepe
1017,41,Zübeyde hanim
1018,41,Solfasol
1019,41,Aydincik
1020,41,Karacaören
1021,41,Kavakli
1022,41,Peçenek
1023,41,Tatlar
1024,41,Haci bayram
1025,41,Gi̇ci̇k
1026,42,Merkez
1027,42,Cami̇ati̇k
1028,42,Dervi̇şi̇mam
1029,42,Ferahfaki̇
1030,42,Hacimemi̇
1031,42,Hacirecep
1032,42,Haciveli̇
1033,42,Ömeroğlu
1034,42,Şeyhmuhi̇tti̇n
1035,42,Başayaş
1036,42,Başbereket
1037,42,Gökler
1038,42,Tekke
1039,42,Ulupinar
1040,42,Emi̇ne tevfi̇ka ayaşli
1041,42,Çanilli çi̇ğdemci̇
1042,42,Çanilli uluyol
1043,42,Si̇nanli cuma
1044,42,Si̇nanli hocasi̇nan
1045,42,Si̇nanli mahkeme
1046,42,Oltan
1047,42,Akkaya
1048,42,Feruz
1049,42,Gençali̇
1050,42,Ilica
1051,42,İlhanköy
1052,42,Uğurçayiri
1053,42,Yağmurdede
1054,42,Gökçebağ
1055,42,Bayram
1056,42,Ortabereket
1057,42,Pinaryaka
1058,42,Evci̇
1059,42,Bayat
1060,43,Merkez
1061,43,Göztepe
1062,43,İsmetpaşa
1063,43,Kartaltepe
1064,43,Şentepe
1065,43,Abazli
1066,43,Tolköy
1067,43,Çatalçeşme
1068,43,Yeni̇köy
1069,43,Küçükboyalik
1070,43,Çi̇ğdemli̇
1071,43,Büyükboyalik
1072,43,Keri̇şli̇
1073,43,Köseli̇
1074,43,Kesi̇kköprü
1075,43,Kesi̇kköprü kizilirmak
1076,43,Kesi̇kköprü erdemli̇
1077,43,Yöreli̇
1078,43,Ahmetçayiri
1079,43,Afşar
1080,43,Aşağihacibeki̇r
1081,43,Aşikoğlu
1082,43,Aydoğan
1083,43,Bahçekaradalak
1084,43,Bektaşli
1085,43,Belçarşak
1086,43,Kuyular
1087,43,Büyükcami̇li̇
1088,43,Çatalören
1089,43,Davdanli
1090,43,Derekişla
1091,43,Eğri̇basan
1092,43,Ergi̇n
1093,43,Gülbaği
1094,43,Hanburun
1095,43,Karahamzali
1096,43,Büyükbayat
1097,43,Koçyayla
1098,43,Küçükbayat
1099,43,Küçükbiyik
1100,43,Küçükcami̇li̇
1101,43,Sarihüyük
1102,43,Sirapinar
1103,43,Sofular
1104,43,Suyugüzel
1105,43,Şehri̇ban
1106,43,Tatarhüyük
1107,43,Tepeköy
1108,43,Üçem
1109,43,Yaylaliözü
1110,43,Yeni̇yapançarşak
1111,43,Yeni̇yapanşeyhli̇
1112,43,Yukarihacibeki̇r
1113,43,Akkoyunlu
1114,43,Beynam
1115,43,Hami̇di̇ye
